,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url,Unnamed: 0.1.1,gif_thumb,gif_url,has_parent_tweet,is_quote_status,is_reply_to,quote_id,replies,tags,video_thumb,video_url
133,0,,1128053391161094144,1128053391161094144,1557783861000,2019-05-14,04:44:21,WIB,3242733727,aallaamm86,#Pulang,,Percayalah aku melihatnya.  Pandangan mataku tak lelah menatapnya. Aku tahu bahwa kau merasakannya.,,[],[],0,0,0,,[],https://twitter.com/aallaamm86/status/1128053391161094144,,,0.0,https://pbs.twimg.com/profile_images/1121972252658913280/_9wDE_Qk.jpg,,,,,,,,,,,
134,1,,1128052245273006085,1128032001896828928,1557783588000,2019-05-14,04:39:48,WIB,560317370,pakponkk,Biasa Dipanggil,,"Setuju, kedua ade ini berpura pura bego. Ahh aku lelah","['sadittia', 'baaangde_', 'kodeelll', 'kekuatan_amin']",[],[],1,0,0,,[],https://twitter.com/pakponkk/status/1128052245273006085,,,0.0,https://pbs.twimg.com/profile_images/1103009232092188672/Z76IDF3y.jpg,,,,,,,,,,,
135,2,,1128051532232925184,1128051532232925184,1557783418000,2019-05-14,04:36:58,WIB,1652186690,farhanskii,Afif Farhan,,"Aku pernah tidak mengenal lelah, menunggumu tanpa menyerah.",,[],[],0,0,0,,[],https://twitter.com/farhanskii/status/1128051532232925184,,,0.0,https://pbs.twimg.com/profile_images/1118836585108135937/zrLxmBns.jpg,,,,,,,,,,,
136,3,,1128051524523806720,1128051524523806720,1557783416000,2019-05-14,04:36:56,WIB,926821477,kalimattgalau,Kalimat Galau,,kau hancur kan aku dengan sikapmu tak sadarkah kau telah menyakitiku . lelah hati ini menyakitimu cinta ini membunuhku,,[],[],0,0,0,,[],https://twitter.com/kalimattgalau/status/1128051524523806720,,,0.0,https://pbs.twimg.com/profile_images/378800000441012783/d6004c65c00b37ac440498e87d97d4ed.jpeg,,,,,,,,,,,
137,5,,1128050970800209920,1128045343017324544,1557783284000,2019-05-14,04:34:44,WIB,847770091806576640,atthaphunp,atap,,"Kalo ngurusin aku, lelah gak? :""",['txwan_v'],[],[],1,0,0,,[],https://twitter.com/AtthaphunP/status/1128050970800209920,,,0.0,https://pbs.twimg.com/profile_images/1128012893922807808/WiMfIIfC.jpg,,,,,,,,,,,
138,6,,1128050868052357120,1128050868052357120,1557783259000,2019-05-14,04:34:19,WIB,1076691024821407744,zakiyaaula,zaki,,"Biarlah waktu yg menjawab. Terkadang diposisi seperti ini sangatlah sulit. Harus membagi. Harus bener"" adil. Tetapi disaat seperti ini?  Aku harus gimana? Lelah?  Pasti. Sabar wil masih pagi.  Kamu juga puasa. Jangan sampai pagi"" kamu udah sakit. Kayak kemarin",,[],[],0,0,0,,[],https://twitter.com/ZakiyaAula/status/1128050868052357120,,,0.0,https://pbs.twimg.com/profile_images/1127584004306132992/-Al9ujJE.jpg,,,,,,,,,,,
139,7,,1128049992235532288,1128049992235532288,1557783050000,2019-05-14,04:30:50,WIB,2744682008,ovwaycl,A Amatika M,,"Ada saatnya aku merasa, inilah saatnya aku bercerita. Tetapi ketakutan itu masih ada dengan takaran yang masih sama. Lalu, dapat darimana keberanian aku nanti?  Jujur, aku lelah.  #OAHI",,[],[],0,0,0,,['#oahi'],https://twitter.com/ovwaycl/status/1128049992235532288,,,0.0,https://pbs.twimg.com/profile_images/1128049032318705664/vPuwXI8q.jpg,,,,,,,,,,,
140,12,,1128047035603492865,1128047035603492865,1557782346000,2019-05-14,04:19:06,WIB,2562453536,riduankamil_,Papa Tiri,,"Selamat pagi terang, Dia sudah terbangun Dari tidur nyenyaknya Sebelum ia sadar bahwa Semalam aku menjaga mimpinya Bolehkah sekarang aku Yang tidur?  Rinduku juga butuh tidur, ia lelah semalaman menemaniku Bersama pelipur.",,[],[],0,0,1,,[],https://twitter.com/riduankamil_/status/1128047035603492865,,,0.0,https://pbs.twimg.com/profile_images/1112459780239417344/6-mPcEw1.jpg,,,,,,,,,,,
141,15,,1128046083760840704,1128046083760840704,1557782119000,2019-05-14,04:15:19,WIB,2386817994,tetsuryuman,Gajeel,,Kata kata favorit seorang pecundang adalah aku tak bisa dan aku terlalu lelah -Rui Habashira-(EyeShield21),,[],[],0,0,0,,[],https://twitter.com/TetsuRyuMan/status/1128046083760840704,,,0.0,https://pbs.twimg.com/profile_images/509236465486688256/xuUG3MTl.jpeg,,,,,,,,,,,
142,16,,1128045273941401600,1127336113943658497,1557781926000,2019-05-14,04:12:06,WIB,1562064967,sailasaa,Saila Rachmawati,,"Jgn lelah menyadarkan kakak2 semuaa, tetaplah berjuang, mungkin akan ada saatnya dimana aku bisa sadar, teruskanlah perjuangan baik ini jgn menyerah🙇💪","['ferytaufiq', 'zakifahmi_', 'imadamuha', 'marchdiorefgi']",[],[],1,0,1,,[],https://twitter.com/sailaSaa/status/1128045273941401600,,,0.0,https://pbs.twimg.com/profile_images/1048527673016737794/b4bzOWSs.jpg,,,,,,,,,,,
143,18,,1128044294571302912,1128044294571302912,1557781692000,2019-05-14,04:08:12,WIB,166467122,salsabellss,pandaaa,,lakukan terus hingga aku lelah lalu menyerah,,[],[],0,0,0,,[],https://twitter.com/salsabellss/status/1128044294571302912,,,0.0,https://pbs.twimg.com/profile_images/1127590910248677378/a8JOQ58d.jpg,,,,,,,,,,,
144,25,,1128036523637497856,1128036523637497856,1557779839000,2019-05-14,03:37:19,WIB,1464363661,imanred48,Iman Nur Rahman,,"Teruslah berlari. Tapi jika kau lelah, tengoklah ke belakang. Ada aku yg selalu menantimu :')",,[],[],0,0,0,,[],https://twitter.com/imanred48/status/1128036523637497856,,,0.0,https://pbs.twimg.com/profile_images/587495996072054785/JfffaIF9.jpg,,,,,,,,,,,
145,33,,1128019018755915777,1128019018755915777,1557775666000,2019-05-14,02:27:46,WIB,1079691465498849280,rin213926971,Rin2,,"#SIMPLIFYRIN  Tidak masalah jika aku harus bekerja dari pagi buta hingga malam hari. Jika aku lelah, aku tinggal tidur setelahnya. Bukankah begitu?",,[],[],0,0,0,,['#simplifyrin'],https://twitter.com/Rin213926971/status/1128019018755915777,,,0.0,https://pbs.twimg.com/profile_images/1127574842524332034/HQ0joSCu.jpg,,,,,,,,,,,
146,36,,1128012064918786048,1128012064918786048,1557774008000,2019-05-14,02:00:08,WIB,2647474106,irhenei,irene de bae.,,"Aku tau kamu lelah. Istirahat. Nggak semua harus diselesaikan hari ini. Oke? Selamat malam, selamat bermimpi indah.",,[],[],0,0,0,,[],https://twitter.com/irhenei/status/1128012064918786048,,,0.0,https://pbs.twimg.com/profile_images/1122655519724818432/l62zrFWj.jpg,,,,,,,,,,,
147,39,,1128002268710629376,1128002268710629376,1557771672000,2019-05-14,01:21:12,WIB,423425530,lukypratiwii,🍓,,"Dari yang sudah sudah, cinta hanyalah bualan. Dari yang sudah sudah, hanya rasa tanpa tujuan. Aku ingin berhenti. Lelah aku mengarungi. Aku ingin bersandar menikmati bintang berpijar.  https://open.spotify.com/track/6aHurGpkU3iWTL3srtb6h8?si=BWwphUDATjivjF7W0FwpEg …",,['https://open.spotify.com/track/6aHurGpkU3iWTL3srtb6h8?si=BWwphUDATjivjF7W0FwpEg'],[],1,0,0,,[],https://twitter.com/LukyPratiwii/status/1128002268710629376,,,0.0,https://pbs.twimg.com/profile_images/1102627582191665157/pXr_u38d.jpg,,,,,,,,,,,
148,40,,1128000901807894530,1128000901807894530,1557771346000,2019-05-14,01:15:46,WIB,368126323,anslhb,알마스💎,,"sebel bgt kenapa sakit perutnya gatau waktu sih. hampir nonstop 24 jam, kan lelah aku",,[],[],0,0,0,,[],https://twitter.com/anslhb/status/1128000901807894530,,,0.0,https://pbs.twimg.com/profile_images/1105518599215538176/A5O8yHw_.jpg,,,,,,,,,,,
149,41,,1128000029195530242,1128000029195530242,1557771138000,2019-05-14,01:12:18,WIB,162261609,aldinisious,Aldin Mada,,"Dear @CIMBNiaga , CC pengganti udh hampir 3 bulan gagal terkirim, capek nelponin CS habis pulsa ratusan ribu. Dan ini terjadi sama tmn juga. Niat service customers apa engga sih? Lelah aku min,",['cimbniaga'],[],[],1,0,0,,[],https://twitter.com/aldinisious/status/1128000029195530242,,,0.0,https://pbs.twimg.com/profile_images/1066814675487080448/xhMFB8O9.jpg,,,,,,,,,,,
150,51,,1127992983154872320,1127992983154872320,1557769458000,2019-05-14,00:44:18,WIB,1055701354960703488,buntatberlesen,B ツ,,"Alhamdulillah, akhirnya nama aku terpilih dlm senarai kerja tetap penat lelah selama ni aku bersabar kerja sebagai kontrak, thanks ❤  pic.twitter.com/VDfxI4EXR6",,[],['https://pbs.twimg.com/media/D6dvkXJUUAAnIWh.jpg'],1,0,10,,[],https://twitter.com/buntatberlesen/status/1127992983154872320,,,0.0,https://pbs.twimg.com/profile_images/1121100342823833600/1McAFqh9.jpg,,,,,,,,,,,
151,2,,1128055619259265024,1128055619259265024,1557784392000,2019-05-14,04:53:12,WIB,2928970266,qbangminah,o t i v,,"Kadang kita ingin sendiri. Bukan karena marah, melainkan saat kita ingin menenangkan hati",,[],[],0,0,0,,[],https://twitter.com/qBangMinah/status/1128055619259265024,,,0.0,https://pbs.twimg.com/profile_images/612864788322873344/qQAIoLjl.jpg,,,,,,,,,,,
152,4,,1128053627606716417,1128053627606716417,1557783917000,2019-05-14,04:45:17,WIB,2574095580,goesroen,goes roen,,Jika anda tidak belajar mencintai diri sendiri terlebih dahulu anda tidak bisa mencintai orang lain! Perlakukan orang lain sesuai dengan pearlakuan yang ingin anda dapatkan dari orang lain. - See more at:  http://cinta009.blogspot.com/2013/04/kata-bijak-kehidupan.html#sthash.I6mOKNAl.dpuf …,,['http://cinta009.blogspot.com/2013/04/kata-bijak-kehidupan.html#sthash.I6mOKNAl.dpuf'],[],0,0,0,,[],https://twitter.com/GoesRoen/status/1128053627606716417,,,0.0,https://pbs.twimg.com/profile_images/484253860752805888/oYD-6bdv.jpeg,,,,,,,,,,,
153,6,,1128051572942835712,1128051572942835712,1557783427000,2019-05-14,04:37:07,WIB,1644037537,andripiston,Andri Piston,,"Bila anda ingin jujur kpda orang lain, jujurlah terlebih dahulu terhadap diri sendiri",,[],[],0,0,0,,[],https://twitter.com/AndriPiston/status/1128051572942835712,,,0.0,https://pbs.twimg.com/profile_images/378800000237504154/0582f1af57c72325f989c61d43bc6fa8.jpeg,,,,,,,,,,,
154,7,,1128051128233385986,1128051128233385986,1557783321000,2019-05-14,04:35:21,WIB,607248818,andreyawt,i'm batman ↭,,"Jadi dirimu sendiri agar ketika seseorang mencintai, kamu tak perlu takut jika dia akan temukan dirimu bukan orang yang ingin dia cintai.",,[],[],0,0,0,,[],https://twitter.com/AndreyAWT/status/1128051128233385986,,,0.0,https://pbs.twimg.com/profile_images/378800000710314419/bd32318de81bb987ede17dd1b962897f.jpeg,,,,,,,,,,,
155,8,,1128051120293572608,1128051120293572608,1557783319000,2019-05-14,04:35:19,WIB,1075872538784399361,diandaraaaaa,Dian Dara,,"Ingin challenge diri sendiri untuk naik gunung, karna blm pernah naik gunung. Bukan ingin sampai puncak tapi ingin mengukur diri sejauh mana saya bisa berinteraksi, survive dan beradaptasi. Tapi sayang ngga punya partner dan ngga ada yg mau ngajak 😁",,[],[],0,0,0,,[],https://twitter.com/DianDaraaaaa/status/1128051120293572608,,,0.0,https://pbs.twimg.com/profile_images/1076597858470510593/WifaONBL.jpg,,,,,,,,,,,
156,10,,1128050038347665409,1128050038347665409,1557783061000,2019-05-14,04:31:01,WIB,1459295845,mailkusuma,RAJA tweet ヅ,,"Ketika kamu merasa sendiri dan tak ada yg peduli, ingatlah bahwa ada seseorang di luar sana yg begitu ingin memiliki hidup yg kamu jalani.",,[],[],0,0,0,,[],https://twitter.com/MailKusuma/status/1128050038347665409,,,0.0,https://pbs.twimg.com/profile_images/344513261567973490/fe79b6a0809f7811eac4453146b321fc.jpeg,,,,,,,,,,,
157,11,,1128049895053463552,1128049895053463552,1557783027000,2019-05-14,04:30:27,WIB,1124956754977087488,namasay79640186,Istrimu 🍁,,"yg Awalnya gk ingin tau masa lalu nya, tp ttep aja nyari tau. Giliran udh tau dy nya kayak apa. Baru sadar ternyata dy lebih buruk dr ak sendiri, i2 pun dy msh nutup*in jelas* lah ak bisa baca dr isi chatnya gmn. Ak mah bkn anak paud yg cmn bisa lu bohongin.  #Sakitinimah 😢",,[],[],0,0,0,,['#sakitinimah'],https://twitter.com/Namasay79640186/status/1128049895053463552,,,0.0,https://pbs.twimg.com/profile_images/1124957042454581249/jMqXuhfH.jpg,,,,,,,,,,,
158,13,,1128047902926954496,1127940395835379718,1557782552000,2019-05-14,04:22:32,WIB,273465052,ib_sat,ibnu satria,,"KKSB mulu, udh jelas2 pake senjata, ingin mendirikan negara sendiri, membunuh TNI, ga disebut teroris dan makar... Logika rezim skrg 😪",['republikaonline'],[],[],0,0,1,,[],https://twitter.com/ib_sat/status/1128047902926954496,,,0.0,https://pbs.twimg.com/profile_images/378800000702144670/b44c2f2d6b06cb09d657e2b47f3188a3.png,,,,,,,,,,,
159,14,,1128047845284536320,1128047845284536320,1557782539000,2019-05-14,04:22:19,WIB,632864553,ade_adeputri,Ufo's driver,,"Antara risih, bosan, Dan mulai tidak suka dengan sosmed sendiri. Huhhh.... Terlalu Banyak ingin tau, dasar",,[],[],0,0,0,,[],https://twitter.com/ade_adeputri/status/1128047845284536320,,,0.0,https://pbs.twimg.com/profile_images/1114482877746438144/u5is1mIX.jpg,,,,,,,,,,,
160,15,,1128047109632978944,1128047109632978944,1557782363000,2019-05-14,04:19:23,WIB,346997147,lindandryni,Yulinda D. Andriyani,,ingin rasanya menjadi pribadi yang apa2 bisa sendiri jadi ga perlu ngerengek2 ke orang buat minta tolong dan akhirnya jadi tergantung,,[],[],0,0,0,,[],https://twitter.com/Lindandryni/status/1128047109632978944,,,0.0,https://pbs.twimg.com/profile_images/1101140893011140608/hJM8M0C4.jpg,,,,,,,,,,,
161,17,,1128045263648485376,1127610888721027074,1557781923000,2019-05-14,04:12:03,WIB,1039953185069092864,desyana_cici,Cici :),,"Mereka yg mematahkan hatiku sama sekali tidak dapat mengubah hidupku jika bukan karena aku sendiri yg ingin mengubahnya So, thanks to myself 💋 Sebesar apapun patah hatiku, kalau aku tidak berusaha bangkit, tidak akan aku bisa sejauh ini (MT, soon to be)",['jennyjusuf'],[],[],0,0,0,,[],https://twitter.com/Desyana_cici/status/1128045263648485376,,,0.0,https://pbs.twimg.com/profile_images/1127222685761597441/eAs8iPBV.jpg,,,,,,,,,,,
162,19,,1128044622062784514,1128044622062784514,1557781770000,2019-05-14,04:09:30,WIB,883643511521779713,syahdiannor,Yayan,,"Disaat lo ingin jadi orang lain, ada banyak org yg ingin jadi lo. Lo luar biasa, dengan cara lo sendiri. :)",,[],[],0,0,0,,[],https://twitter.com/SyahDianNor/status/1128044622062784514,,,0.0,https://pbs.twimg.com/profile_images/886493970112446465/0CZYDg06.jpg,,,,,,,,,,,
163,20,,1128044556312649729,1128044556312649729,1557781754000,2019-05-14,04:09:14,WIB,1174581524,fandyedy_1989,Fandy Edy,,"Jadi dirimu sendiri agar ketika seseorang mencintai, kamu tak perlu takut jika dia akan temukan dirimu bukan orang yang ingin dia cintai.#RajaBot",,[],[],0,0,0,,['#rajabot'],https://twitter.com/Fandyedy_1989/status/1128044556312649729,,,0.0,https://pbs.twimg.com/profile_images/837907940128391168/Chard82w.jpg,,,,,,,,,,,
164,27,,1128039899049779202,1128039899049779202,1557780644000,2019-05-14,03:50:44,WIB,1112644245930688512,xenaareza,X E N A,,"Jatuh cinta sendirian tak seburuk berharap sendirian. Belajarlah mencintai tanpa mengharap.  Ckp lakukan apa yg ingin kamu lakukan, ketahui apa yg sewajarnya diketahui, dan jangn terlalu berharap bertemu. Dlm suka menyukai itu, punya keajaibannya sendiri. Perhatikanlah.",,[],[],0,0,0,,[],https://twitter.com/xenaareza/status/1128039899049779202,,,0.0,https://pbs.twimg.com/profile_images/1125671096630464512/rb5bnL1N.jpg,,,,,,,,,,,
165,28,,1128034436035932160,1128034436035932160,1557779342000,2019-05-14,03:29:02,WIB,178546388,jarrs23,Jarr's Key,,"Jangan berubah hanya karena ingin dicinta. Jadi dirimu sendiri, dan biarkan seseorang yang tepat menemukan dan mencintaimu apa adanya.",,[],[],0,0,0,,[],https://twitter.com/Jarrs23/status/1128034436035932160,,,0.0,https://pbs.twimg.com/profile_images/1113123888320225281/3tGOLPdT.jpg,,,,,,,,,,,
166,29,,1128034008447762434,1128034008447762434,1557779240000,2019-05-14,03:27:20,WIB,1270500073,ainhartini,Ain Hartini,,"Bila Allah ingin seseorang itu menjadi baik, nescaya Allah menampakkan baginya akan kekurangan dirinya sendiri. (Ustaz Azhar)",,[],[],0,0,2,,[],https://twitter.com/AinHartini/status/1128034008447762434,,,0.0,https://pbs.twimg.com/profile_images/3384104724/8558204ff3592dc1df4f35f6659aee05.jpeg,,,,,,,,,,,
167,33,,1128028616485269504,1128028616485269504,1557777954000,2019-05-14,03:05:54,WIB,2957398471,elfitriyah27,aeni elfitriyah,,"Ketika baca story nya ci @JennyJusuf jd menyadari bahwa, ketika wanita telah dikecewakan cinta, dia akan kembali mencintai dirinya sendiri. Ingin yang terbaik untuk dirinya. Bukan tentang orang lain, tapi untuk sesuatu yang lain. :"""""""")",['jennyjusuf'],[],[],1,0,0,,[],https://twitter.com/elfitriyah27/status/1128028616485269504,,,0.0,https://pbs.twimg.com/profile_images/1127269521008365568/LjpwTwvL.jpg,,,,,,,,,,,
168,35,,1128024058468024320,1128024058468024320,1557776867000,2019-05-14,02:47:47,WIB,621524018,dconanmeitantei,Det. Conan's Fanbase,,"""Jika kalian ingin mencapai suatu tujuan, kalian harus melakukannya sendiri"" - Heiji Hattori #DCQuote",,[],[],0,0,0,,['#dcquote'],https://twitter.com/DConanMeitantei/status/1128024058468024320,,,0.0,https://pbs.twimg.com/profile_images/3378381186/965bca5f315b69d96dd3d7d7f009a3d6.jpeg,,,,,,,,,,,
169,37,,1128020517561044992,1128020517561044992,1557776023000,2019-05-14,02:33:43,WIB,1632740814,ichofernandes,Panggil aja abang,,"Jadi dirimu sendiri agar ketika seseorang mencintai, kamu tak perlu takut jika dia akan temukan dirimu bukan orang yang ingin dia cintai.",,[],[],0,0,0,,[],https://twitter.com/IchoFernandes/status/1128020517561044992,,,0.0,https://pbs.twimg.com/profile_images/562895982762156032/bvyz_8eX.jpeg,,,,,,,,,,,
170,38,,1128018409768144897,1128018409768144897,1557775521000,2019-05-14,02:25:21,WIB,938759514895015937,r_setyaaa,K.O,,Ingin menjadi orang lain adalah cara menyiayiakan dirimu sendiri ~ kurt cobain.,,[],[],0,0,0,,[],https://twitter.com/R_Setyaaa/status/1128018409768144897,,,0.0,https://pbs.twimg.com/profile_images/1064761160887488512/qo6NK4_1.jpg,,,,,,,,,,,
171,40,,1128014734257737728,1128014734257737728,1557774644000,2019-05-14,02:10:44,WIB,800149887463493633,lndosatcare,Bery,,Jika anda tidak belajar mencintai diri sendiri terlebih dahulu anda tidak bisa mencintai orang lain! Perlakukan orang lain sesuai dengan pearlakuan yang ingin anda dapatkan dari orang lain,,[],[],0,0,0,,[],https://twitter.com/lndosatCare/status/1128014734257737728,,,0.0,https://pbs.twimg.com/profile_images/801073486764441601/_9_J_wx7.jpg,,,,,,,,,,,
172,41,,1128013748814303232,1128013748814303232,1557774409000,2019-05-14,02:06:49,WIB,1566986426,marmutbesar,Marmut Besar,,"Jadilah dirimu sendiri, seseorang yg sesuai dengan kata hati, bukan seseorang yg ingin dilihat oleh dia yg kamu cintai.",,[],[],0,0,0,,[],https://twitter.com/marmutbesar/status/1128013748814303232,,,0.0,https://pbs.twimg.com/profile_images/378800000774337610/c3728cf4e63a88b0083fae8b507d18e9.jpeg,,,,,,,,,,,
173,44,,1128012615551053824,1128012615551053824,1557774139000,2019-05-14,02:02:19,WIB,603522586,zelonjoran,onjor,,Zelo ingin menjadi musisi yang bisa menulis dan memproduksi musik sendiri,,[],[],0,0,0,,[],https://twitter.com/ZELONJORAN/status/1128012615551053824,,,0.0,https://pbs.twimg.com/profile_images/378800000669162435/998ec8bc7c5773e2a6460480d967ceed.jpeg,,,,,,,,,,,
174,45,,1128012356565364742,1128012356565364742,1557774077000,2019-05-14,02:01:17,WIB,1374593557,randi_viking,Randi Viking,,"""Selalu sadar bahwa setiap orang memiliki hati. Setiap orang ingin dihargai. Setiap orang ingin dicintai.. seperti dirimu sendiri.""",,[],[],0,0,0,,[],https://twitter.com/randi_viking/status/1128012356565364742,,,0.0,https://pbs.twimg.com/profile_images/378800000784896771/ea2d8c2d50c90e4ace730c9a3bc67b1d.jpeg,,,,,,,,,,,
175,46,,1128011406391963648,1128011406391963648,1557773851000,2019-05-14,01:57:31,WIB,973446953169072128,ronieustress,Kawruhdiri,,Saya mohon kpd @KPK_RI untuk memperbaiki kuantitas & menjaga kualitas agar lebih baik lagi? Karna tikus sudah meraja lela hingga mengusai atap rumah saya Berikan arahan untuk mempermudah rakyat dalam melaporkan tikus tsb. karna saya tdk ingin main hakim sendiri Sekian trimkasih.,['kpk_ri'],[],[],0,0,2,,[],https://twitter.com/Ronieustress/status/1128011406391963648,,,0.0,https://pbs.twimg.com/profile_images/973452987266826240/g_BP1g9a.jpg,,,,,,,,,,,
176,48,,1128006940666109952,1128006940666109952,1557772786000,2019-05-14,01:39:46,WIB,67032199,bacaduludeh,Sam L. Bachri,,"Ingin rasanya kubiarkan kamu bahagia dengan duniamu sendiri. Tapi ga tau kenapa aku selalu pengen ikutan. Dasar sayang, susah diajak tenang.",,[],[],0,0,0,,[],https://twitter.com/bacaduludeh/status/1128006940666109952,,,0.0,https://pbs.twimg.com/profile_images/543184574977568768/1JgwmA8I.jpeg,,,,,,,,,,,
177,49,,1128006655998709760,1128006655998709760,1557772718000,2019-05-14,01:38:38,WIB,1014835533623595009,panggilansayang,Your sweet orca,,"Adakah yang ingin menonton film brightburn? Dan kebetulan sendiri, atau temennya ga ada yang tertarik buat nonton? Kuy..mending bareng aja gitu :)",,[],[],0,0,1,,[],https://twitter.com/panggilansayang/status/1128006655998709760,,,0.0,https://pbs.twimg.com/profile_images/1121397804998389761/i10_XRUM.jpg,,,,,,,,,,,
178,57,,1127998714591604737,1127998714591604737,1557770825000,2019-05-14,01:07:05,WIB,1622311729,minjeeh_,Minzy,,Ada orang yang lebih ingin kamu bahagia daripada dirinya sendiri yang bahagia. Ada. Aku.,,[],[],0,0,0,,[],https://twitter.com/minjeeh_/status/1127998714591604737,,,0.0,https://pbs.twimg.com/profile_images/378800000838965406/bac72c0e29616fc75e769a1017140452.jpeg,,,,,,,,,,,
179,58,,1127997658398748675,1127997658398748675,1557770573000,2019-05-14,01:02:53,WIB,1582515972,ardianachmad354,ardianachmad354,,"Ketika kamu menyakiti sahabat, mereka pasti maafkanmu, tapi mereka sulit tuk maafkan apa yg telah kamu lakukan pada dirimu sendiri.  Hampir semua orang bisa memaafkan & melupakan, namun terkadang kita tak ingin seseorang melupakan bahwa kita telah memaafkannya.",,[],[],0,0,0,,[],https://twitter.com/ardianachmad354/status/1127997658398748675,,,0.0,https://pbs.twimg.com/profile_images/378800000113551438/21184551ecae2db541d6a308e4d9f61e.jpeg,,,,,,,,,,,
180,59,,1127996098226733056,1127996098226733056,1557770201000,2019-05-14,00:56:41,WIB,3239690258,kata_bijak97,Kata Bijak,,"Jika Anda ingin sukses, Anda harus menciptakan peluang untuk diri sendiri.",,[],[],0,0,0,,[],https://twitter.com/Kata_Bijak97/status/1127996098226733056,,,0.0,https://pbs.twimg.com/profile_images/607845167379267585/siKQLptp.jpg,,,,,,,,,,,
181,0,,1128062088985710592,1128058631922933760,1557785935000,2019-05-14,05:18:55,WIB,970496063395123200,refraintimbre_,🌻,,"Aku bangga sama kamu, dari smp sampai kuliah udah mandiri, merantau pula. Jadi wajar kalau capek dan butuh sandaran. We’re all human after all kan? Semangat sender!!!!! Semoga bahagia terus ya nanti",['munfess'],[],[],0,0,0,,[],https://twitter.com/refraintimbre_/status/1128062088985710592,,,0.0,https://pbs.twimg.com/profile_images/1126815117629243392/N7oAN5he.jpg,,,,,,,,,,,
182,1,,1128061821506613248,1128058631922933760,1557785871000,2019-05-14,05:17:51,WIB,970496063395123200,refraintimbre_,🌻,,"Tapi i know someday suara kamu bakal di denger kok. Aku sebetulnya gapaham apa maksud mama kamu ngomong kayak gitu tapi kamu harus terus semangat ya, mungkin sandaran kamu bukan di mama kamu, kamu pasti ketemu orangnya 💖 bukan salahmu kalau capek, wajar banget kok",['munfess'],[],[],1,0,0,,[],https://twitter.com/refraintimbre_/status/1128061821506613248,,,0.0,https://pbs.twimg.com/profile_images/1126815117629243392/N7oAN5he.jpg,,,,,,,,,,,
183,2,,1128061472620212224,1128058631922933760,1557785788000,2019-05-14,05:16:28,WIB,970496063395123200,refraintimbre_,🌻,,"Hai sender, pasti capek ya? Aku ngerti kok walaupun gak sepenuhnya paham perasaanmu. Nder, mungkin menurutku kamu peru temen online yang bisa diajak bicara walaupun tanpa tatap mata. Kadang emang dunia tuh gaada yg mau dengerin kita, nyari orang yang selalu di samping kita susah.",['munfess'],[],[],1,0,0,,[],https://twitter.com/refraintimbre_/status/1128061472620212224,,,0.0,https://pbs.twimg.com/profile_images/1126815117629243392/N7oAN5he.jpg,,,,,,,,,,,
184,3,,1128059898749640705,1128059898749640705,1557785412000,2019-05-14,05:10:12,WIB,1026137802365263873,educationfess,/edc/ FOLLOW @boutRL,,"/edc/ semangatin aku dong, aku masih ngedown gara gara nilai UN aku jeblok banget. Aku bener2 bikin keluargaku kecewa :"") aku capek nangisin nilai un 50",,[],[],8,0,0,,[],https://twitter.com/educationfess/status/1128059898749640705,,,0.0,https://pbs.twimg.com/profile_images/1116248598637735937/Vs52dVN0.jpg,,,,,,,,,,,
185,8,,1128056217023074305,1128056217023074305,1557784535000,2019-05-14,04:55:35,WIB,78882183,mas_fahiim,Royal Canin,,"Jadi, kira2, kapan usaha saling benci, saling tuduh dan menjatuhkan ini itu selesai? Nunggu kalian damai kayaknya ngga kelar2 yak? Capek aku tu liat semua medsos isinya beginian semua. Untung masih terselip akun masak2 makanan sama akun kucing :3",,[],[],0,0,1,,[],https://twitter.com/mas_fahiim/status/1128056217023074305,,,0.0,https://pbs.twimg.com/profile_images/1121652423204859907/6pzryFI_.jpg,,,,,,,,,,,
186,9,,1128055480398434304,1128053325599989761,1557784359000,2019-05-14,04:52:39,WIB,1104211055050280960,cutaeeby,Narendra,,"HAHAHA SAMA AKU JUGA CAPEK LIATNYA. tapi salut ih, kalau aku pusing tuh bikin thread dalam thread",['singularitiiy'],[],[],1,0,0,,[],https://twitter.com/cutaeeby/status/1128055480398434304,,,0.0,https://pbs.twimg.com/profile_images/1127564495658766336/8KMd0upS.jpg,,,,,,,,,,,
187,13,,1128053354230190081,1128053354230190081,1557783852000,2019-05-14,04:44:12,WIB,807954992459956225,scarlatteve,deysi ᗢ,,cara biar cengukan berhenti gmn help aku capek,,[],[],2,0,0,,[],https://twitter.com/scarlatteve/status/1128053354230190081,,,0.0,https://pbs.twimg.com/profile_images/1127437087530086400/w39Sjamb.jpg,,,,,,,,,,,
